Date/Time,100m_N Avg [m/s],100m_S Avg [m/s],80m Avg [m/s],50m Avg [m/s],20m Avg [m/s],10m Avg [m/s],Pressure 5m [mbar],98m WV [°],78m WV [°],48m WV [°],Temp 5m [°C],Hum 5m
01-12-2018 00:00,10.654,10.809,5.182,7.096,4.852,,1012.2,52,45,29.5,22.5,46.5
01-12-2018 00:10,10.531,10.688,5.334,7.415,4.953,,1012.1,53.4,47.8,32.3,22.2,47.5
01-12-2018 00:20,9.976,10.11,5.319,7.398,4.796,,1012.2,53.4,46.4,29.5,22.1,48.3
01-12-2018 00:30,9.617,9.735,5.319,7.43,4.749,,1012.1,52,46.4,30.9,22.2,48.5
01-12-2018 00:40,9.001,9.112,5.363,7.344,4.833,,1012,53.4,47.8,32.3,22.2,49
01-12-2018 00:50,8.841,8.967,5.354,7.496,4.813,,1012,52,46.4,33.8,22.2,49.3
01-12-2018 01:00,8.228,8.345,5.216,7.172,4.702,,1011.9,49.2,43.6,28.1,22.2,49.3
01-12-2018 01:10,8.628,8.756,5.454,7.126,4.857,,1011.8,49.2,40.8,25.3,22.4,49.2
01-12-2018 01:20,8.679,8.808,5.554,6.48,3.817,,1011.8,47.8,39.4,22.5,22.4,49.4
01-12-2018 01:30,8.964,9.087,5.895,5.564,3.077,,1011.7,47.8,35.2,23.9,21.6,51.6
01-12-2018 01:40,9.35,9.472,6.047,6.058,3.529,,1011.6,49.2,39.4,25.3,21.5,51.8
01-12-2018 01:50,9.568,9.705,6.128,5.999,3.19,,1011.6,47.8,39.4,26.7,21.4,52
01-12-2018 02:00,9.671,9.798,6.282,5.542,2.622,,1011.5,47.8,40.8,25.3,20.7,53.7
01-12-2018 02:10,9.254,9.409,6.29,5.306,2.541,,1011.4,45,38,23.9,20.2,55.1
01-12-2018 02:20,9.377,9.524,6.245,5.446,2.58,,1011.3,46.4,39.4,23.9,19.8,56.4
01-12-2018 02:30,9.401,9.541,6.236,6.256,2.915,,1011.2,46.4,39.4,25.3,19.7,57
01-12-2018 02:40,9.802,9.955,6.248,6.185,3.003,,1011,45,36.6,22.5,19.7,56.8
01-12-2018 02:50,9.973,10.132,6.28,5.932,3.023,,1010.9,45,35.2,21.1,19.6,56.6
01-12-2018 03:00,10.349,10.531,6.334,6.482,3.633,,1010.8,47.8,39.4,23.9,19.8,55.4
01-12-2018 03:10,10.106,10.257,6.057,6.193,2.971,,1010.7,46.4,38,22.5,20.2,54.1
01-12-2018 03:20,9.91,10.053,6.228,5.601,2.656,,1010.7,46.4,38,21.1,19.7,55.8
01-12-2018 03:30,9.831,9.982,6.152,5.697,2.499,,1010.7,45,38,21.1,19.6,56.2
01-12-2018 03:40,9.247,9.411,6.025,5.014,2.452,,1010.7,43.6,33.8,16.9,19.2,57.3
01-12-2018 03:50,9.421,9.57,6.071,5.051,2.548,,1010.5,45,35.2,19.7,19.1,58.2
01-12-2018 04:00,9.04,9.208,6.098,4.894,2.435,,1010.5,43.6,32.3,15.5,18.7,59.8
01-12-2018 04:10,8.5,8.693,6.101,5.068,2.386,,1010.5,39.4,28.1,9.8,18.6,60.3
01-12-2018 04:20,8.697,8.835,6.243,5.306,2.477,,1010.5,39.4,28.1,9.8,18.5,60.4
01-12-2018 04:30,8.512,8.7,6.16,5.498,2.605,,1010.5,38,28.1,9.8,18.2,61.3
01-12-2018 04:40,8.736,8.877,6.287,5.616,2.578,,1010.4,36.6,26.7,11.3,18.2,60.9
01-12-2018 04:50,8.338,8.538,6.155,5.537,2.713,,1010.4,35.2,25.3,8.4,18.2,60.8
01-12-2018 05:00,8.247,8.443,6.062,5.427,2.637,,1010.5,38,28.1,11.3,18.2,60.2
01-12-2018 05:10,8.252,8.418,6.062,5.756,3.079,,1010.4,35.2,25.3,9.8,18.6,59
01-12-2018 05:20,7.916,8.063,5.905,5.574,2.757,,1010.5,32.3,23.9,7,18.2,60.1
01-12-2018 05:30,8.21,8.384,6.098,5.343,2.632,,1010.5,35.2,25.3,9.8,18.1,60.7
01-12-2018 05:40,7.931,8.109,5.907,5.22,2.617,,1010.4,35.2,26.7,9.8,18.3,59.3
01-12-2018 05:50,8.481,8.658,6.103,5.296,2.624,,1010.5,38,29.5,11.3,18.6,58.6
01-12-2018 06:00,8.039,8.197,5.91,5.353,2.472,,1010.5,36.6,26.7,9.8,18.7,58.1
01-12-2018 06:10,7.538,7.663,5.733,5.321,2.622,,1010.6,33.8,23.9,5.6,18.6,58.3
01-12-2018 06:20,7.876,8.048,5.991,5.358,2.528,,1010.6,36.6,25.3,7,18.3,59.6
01-12-2018 06:30,7.746,7.913,5.939,5.267,2.816,,1010.7,33.8,23.9,5.6,18.2,59.7
01-12-2018 06:40,7.641,7.788,5.978,5.436,2.629,,1010.8,35.2,25.3,7,18.1,60.3
01-12-2018 06:50,8.183,8.337,6.26,5.068,2.519,,1010.8,38,26.7,9.8,18.2,59.8
01-12-2018 07:00,8.414,8.55,6.419,4.916,2.72,,1010.9,45,30.9,12.7,18.3,59.4
01-12-2018 07:10,8.228,8.345,6.309,4.719,2.469,,1011,45,30.9,15.5,18.3,59.4
01-12-2018 07:20,8.505,8.668,6.584,5.277,3.015,,1011.1,42.2,28.1,9.8,18.3,59.9
01-12-2018 07:30,8.485,8.629,6.635,5.407,3.089,,1011.4,42.2,28.1,11.3,18,60.9
01-12-2018 07:40,8.596,8.72,6.642,5.564,3.242,,1011.5,39.4,26.7,11.3,18.2,60.4
01-12-2018 07:50,8.886,9.051,6.863,5.282,2.902,,1011.6,42.2,29.5,15.5,18.6,59.8
01-12-2018 08:00,8.549,8.688,6.527,5.115,2.789,,1011.6,46.4,32.3,18.3,19,59.2
01-12-2018 08:10,8.537,8.688,6.373,5.08,2.969,,1011.6,47.8,32.3,19.7,19.2,58.3
01-12-2018 08:20,8.481,8.619,6.304,5.174,3.015,,1011.8,45,30.9,21.1,19.4,58
01-12-2018 08:30,8.213,8.354,5.996,5.213,3.217,,1011.9,42.2,29.5,16.9,19.9,57.3
01-12-2018 08:40,8.233,8.389,6.005,5.115,3.337,,1012,39.4,26.7,15.5,20.4,56.2
01-12-2018 08:50,8.657,8.81,6.091,6.198,4.518,,1012,42.2,29.5,18.3,20.9,54.7
01-12-2018 09:00,9.31,9.458,6.478,6.229,4.82,,1012.1,46.4,33.8,19.7,21.3,53.6
01-12-2018 09:10,8.802,8.923,6.081,6.291,4.993,,1012.3,46.4,33.8,22.5,21.4,53.7
01-12-2018 09:20,7.501,7.597,5.317,6.183,4.897,,1012.4,46.4,38,29.5,21.8,53.7
01-12-2018 09:30,6.833,6.849,4.868,5.517,4.771,,1012.5,47.8,40.8,33.8,22.2,53.2
01-12-2018 09:40,6.408,6.471,4.68,4.96,4.481,,1012.6,52,45,36.6,22.7,52.9
01-12-2018 09:50,6.307,6.378,4.594,5.169,4.427,,1012.5,52,45,36.6,23.2,52.1
01-12-2018 10:00,6.337,6.464,4.547,5.164,4.592,,1012.3,50.6,43.6,36.6,23.7,51.5
01-12-2018 10:10,5.711,5.714,4.087,5.193,4.904,,1012.3,54.8,47.8,39.4,24.2,50.7
01-12-2018 10:20,6.224,6.302,4.312,5.449,5.025,,1012.3,53.4,49.2,42.2,24.8,50
01-12-2018 10:30,5.64,5.67,3.969,5.407,5.007,,1012.2,57.7,49.2,43.6,25.4,49.6
01-12-2018 10:40,5.264,5.317,3.874,4.943,4.995,,1012.2,60.5,54.8,52,25.7,49.6
01-12-2018 10:50,6.155,6.246,4.359,5.648,5.288,,1012.1,64.7,60.5,57.7,25.8,50
01-12-2018 11:00,5.033,5.079,3.785,5.043,4.629,,1012,67.5,64.7,63.3,26,49.9
01-12-2018 11:10,5.148,5.172,3.621,4.967,4.577,,1011.9,73.1,68.9,67.5,26.5,49.2
01-12-2018 11:20,4.846,4.895,3.599,4.594,4.242,,1011.8,81.6,80.2,80.2,26.6,50.4
01-12-2018 11:30,5.654,5.687,3.83,5.765,5.492,,1011.6,81.6,80.2,78.8,26.9,48.6
01-12-2018 11:40,5.885,5.876,3.964,5.881,5.627,,1011.3,81.6,80.2,78.8,26.8,48.1
01-12-2018 11:50,6.563,6.579,4.347,6.286,5.59,,1011.1,80.2,78.8,78.8,26.8,48.6
01-12-2018 12:00,6.001,5.939,3.928,5.316,5.278,,1011,83,81.6,80.2,26.8,47.9
01-12-2018 12:10,6.04,6.042,3.817,5.829,5.509,,1010.8,81.6,81.6,81.6,27.1,47.5
01-12-2018 12:20,6.079,6.116,3.445,5.768,5.332,,1010.6,83,83,83,27.3,46.3
01-12-2018 12:30,6.074,6.077,3.866,5.52,5.342,,1010.3,87.2,85.8,87.2,27.3,48
01-12-2018 12:40,5.718,5.719,3.342,5.417,4.729,,1010.2,81.6,81.6,84.4,27.5,46.4
01-12-2018 12:50,5.421,5.395,3.521,5.088,4.471,,1010,87.2,85.8,87.2,27.6,48.2
01-12-2018 13:00,5.183,5.16,3.322,5.021,4.464,,1009.8,83,81.6,83,27.6,48.3
01-12-2018 13:10,4.991,5.022,3.068,4.95,4.68,,1009.6,81.6,80.2,80.2,27.7,45.2
01-12-2018 13:20,5.765,5.765,3.065,4.857,4.7,,1009.4,80.2,78.8,77.3,28,45.7
01-12-2018 13:30,5.767,5.78,3.32,4.906,4.496,,1009.1,84.4,81.6,81.6,28,46.6
01-12-2018 13:40,5.32,5.312,4.185,5.122,4.643,,1008.9,87.2,85.8,90,27.7,53.6
01-12-2018 13:50,6.005,5.959,4.712,5.193,4.737,,1008.8,95.6,94.2,94.2,27.3,57.3
01-12-2018 14:00,5.883,5.819,4.491,4.555,3.711,,1008.7,99.8,98.4,98.4,27.5,53.7
01-12-2018 14:10,5.559,5.525,4.459,5.291,4.715,,1008.5,99.8,97,99.8,27.4,56.4
01-12-2018 14:20,5.927,5.881,4.719,5.314,4.636,,1008.3,99.8,98.4,99.8,27.4,56.4
01-12-2018 14:30,6.349,6.265,4.939,4.852,4.097,,1008.1,99.8,98.4,97,27.6,56.4
01-12-2018 14:40,7.444,7.356,5.287,6.2,5.071,,1008,97,94.2,92.8,27.4,55.3
01-12-2018 14:50,7.383,7.33,5.474,6.067,5.022,,1008,92.8,90,90,27.1,56.3
01-12-2018 15:00,7.096,7.052,5.518,6.158,4.567,,1007.8,91.4,90,91.4,27.1,57
01-12-2018 15:10,7.368,7.315,5.285,6.328,4.776,,1007.8,92.8,90,90,27.3,53.7
01-12-2018 15:20,7.378,7.33,5.51,5.886,4.656,,1007.7,95.6,92.8,92.8,27.6,54.3
01-12-2018 15:30,7.223,7.155,5.001,6.225,5.516,,1007.6,99.8,97,94.2,27.9,51.3
01-12-2018 15:40,7.383,7.322,4.871,6.514,5.317,,1007.6,98.4,95.6,94.2,27.6,51.5
01-12-2018 15:50,6.688,6.66,4.91,5.061,3.729,,1007.6,101.3,99.8,98.4,27.6,52.5
01-12-2018 16:00,6.828,6.736,4.92,5.134,4.095,,1007.5,102.7,99.8,99.8,27.7,53.2
01-12-2018 16:10,6.872,6.817,4.704,5.625,4.833,,1007.4,104.1,102.7,101.3,27.9,51.4
01-12-2018 16:20,7.007,6.959,5.187,5.505,4.373,,1007.4,104.1,101.3,101.3,27.7,54.6
01-12-2018 16:30,7.361,7.271,5.314,5.67,4.42,,1007.4,102.7,99.8,99.8,27.5,55.1
01-12-2018 16:40,7.167,7.111,5.638,5.535,4.326,,1007.4,104.1,101.3,101.3,27.4,57.3
01-12-2018 16:50,7.265,7.2,5.682,5.527,4.272,,1007.4,105.5,104.1,102.7,27.3,58.6
01-12-2018 17:00,7.128,7.048,5.567,5.584,4.513,,1007.5,106.9,105.5,105.5,27.3,58.7
01-12-2018 17:10,7.155,7.067,5.559,5.957,4.383,,1007.6,105.5,104.1,104.1,27.1,58.3
01-12-2018 17:20,7.034,6.945,5.535,5.711,3.947,,1007.7,105.5,105.5,105.5,26.8,61.3
01-12-2018 17:30,7.032,6.952,5.657,5.542,3.908,,1007.7,105.5,105.5,105.5,26.5,61.9
01-12-2018 17:40,6.995,6.927,5.719,5.694,4.097,,1007.7,104.1,104.1,102.7,26.4,62.5
01-12-2018 17:50,6.806,6.726,5.356,5.581,3.731,,1007.8,105.5,104.1,104.1,26.4,61.3
01-12-2018 18:00,6.816,6.731,5.275,5.458,3.677,,1007.8,104.1,102.7,102.7,26.3,60.2
01-12-2018 18:10,6.735,6.672,5.037,5.598,3.829,,1007.9,102.7,98.4,99.8,26.3,58.7
01-12-2018 18:20,6.565,6.501,4.834,5.404,3.63,,1008,99.8,97,99.8,26.3,58
01-12-2018 18:30,6.634,6.584,5.089,5.311,3.561,,1008,99.8,98.4,99.8,26.2,58.6
01-12-2018 18:40,6.632,6.574,5.236,5.328,3.704,,1008,98.4,98.4,97,26,59.6
01-12-2018 18:50,6.519,6.464,5.116,5.341,3.596,,1008,98.4,98.4,99.8,26,60.8
01-12-2018 19:00,6.565,6.506,5.302,5.156,3.576,,1008.2,99.8,99.8,99.8,25.9,61.8
01-12-2018 19:10,6.548,6.498,5.243,5.125,3.593,,1008.2,98.4,97,98.4,25.9,61.5
01-12-2018 19:20,6.273,6.236,5.077,4.859,3.374,,1008.3,97,97,97,25.9,61
01-12-2018 19:30,5.986,5.959,5.003,4.768,3.315,,1008.4,97,95.6,95.6,25.9,60.9
01-12-2018 19:40,5.892,5.846,4.991,4.761,3.337,,1008.4,97,95.6,94.2,25.8,61.2
01-12-2018 19:50,5.74,5.694,4.942,4.4,3.067,,1008.5,95.6,92.8,91.4,25.8,62.5
01-12-2018 20:00,5.956,5.917,5.113,4.366,3.163,,1008.6,92.8,90,90,25.8,64.6
01-12-2018 20:10,5.765,5.731,4.976,4.093,2.568,,1008.7,90,88.6,87.2,25.7,65.9
01-12-2018 20:20,5.2,5.162,4.596,3.629,2.113,,1008.8,87.2,85.8,81.6,25.4,67.9
01-12-2018 20:30,4.923,4.922,4.415,3.796,2.519,,1009,83,80.2,77.3,25.3,67.5
01-12-2018 20:40,4.586,4.645,4.219,3.548,3.077,,1009,70.3,64.7,53.4,24.8,68.5
01-12-2018 20:50,5.733,5.763,5.033,4.643,3.601,,1009.1,73.1,67.5,56.3,23.8,70.3
01-12-2018 21:00,6.3,6.359,5.285,4.626,3.554,,1009.2,71.7,67.5,60.5,23.3,70.6
01-12-2018 21:10,6.605,6.623,5.425,4.297,3.17,,1009.2,67.5,66.1,59.1,23.3,68
01-12-2018 21:20,7.4,7.459,5.846,4.083,2.824,,1009.1,63.3,60.5,57.7,23,66.3
01-12-2018 21:30,7.015,7.06,5.567,3.575,2.376,,1009.1,63.3,59.1,57.7,22.4,65.6
01-12-2018 21:40,5.757,5.797,4.66,3.086,2.354,,1009.2,63.3,61.9,59.1,22.2,60.7
01-12-2018 21:50,5.396,5.451,4.398,3.487,2.514,,1009.2,63.3,61.9,59.1,22.4,57
01-12-2018 22:00,5.539,5.606,4.386,4.108,2.563,,1009.2,64.7,61.9,56.3,22.7,52.9
01-12-2018 22:10,6.393,6.479,4.93,4.201,2.423,,1009.2,53.4,52,46.4,23,50.9
01-12-2018 22:20,7.226,7.317,5.434,3.943,2.477,,1009.1,54.8,45,36.6,22.9,49.3
01-12-2018 22:30,7.52,7.621,5.537,4.778,2.688,,1009.1,53.4,45,35.2,22.6,49.9
01-12-2018 22:40,7.609,7.729,5.469,4.791,2.737,,1009.1,50.6,42.2,33.8,22.5,50.2
01-12-2018 22:50,7.626,7.734,5.329,4.962,3.377,,1009,52,42.2,35.2,22.2,49.7
01-12-2018 23:00,7.363,7.469,5.023,4.965,3.805,,1009,53.4,45,33.8,22.4,47.9
01-12-2018 23:10,7.002,7.077,4.778,4.977,3.382,,1009,61.9,49.2,38,22.6,46.9
01-12-2018 23:20,7.069,7.151,4.675,4.771,3.492,,1009,61.9,49.2,35.2,22.4,47.9
01-12-2018 23:30,6.941,7.013,4.702,4.773,3.286,,1009,60.5,49.2,35.2,21.8,50.3
01-12-2018 23:40,7.061,7.143,4.844,4.987,3.421,,1008.8,59.1,49.2,32.3,21.6,49.8
01-12-2018 23:50,7.093,7.175,4.837,5.233,3.583,,1008.8,57.7,46.4,29.5,21.8,49.9
02-12-2018 00:00,6.993,7.077,4.817,5.279,3.497,,1008.8,56.3,46.4,28.1,21.6,49.9
02-12-2018 00:10,7.437,7.521,4.998,5.26,3.529,,1008.7,60.5,50.6,32.3,21.5,50
02-12-2018 00:20,7.734,7.808,5.211,5.291,3.982,,1008.6,63.3,50.6,35.2,21.5,49.4
02-12-2018 00:30,7.889,7.987,5.412,5.412,3.999,,1008.6,60.5,46.4,32.3,21.8,49.3
02-12-2018 00:40,8.174,8.269,5.648,5.552,3.965,,1008.5,59.1,46.4,33.8,21.6,49.8
02-12-2018 00:50,8.179,8.295,5.75,5.525,3.807,,1008.4,56.3,45,28.1,21.4,51.4
02-12-2018 01:00,7.967,8.082,5.709,5.375,3.288,,1008.4,54.8,43.6,25.3,21.1,51.5
02-12-2018 01:10,7.781,7.901,5.743,4.97,2.762,,1008.3,54.8,40.8,21.1,21.1,51.6
02-12-2018 01:20,7.921,8.028,5.907,4.975,2.814,,1008.2,53.4,40.8,22.5,21,52.1
02-12-2018 01:30,8.034,8.141,5.939,5.083,3.01,,1008.2,54.8,40.8,22.5,21,52.6
02-12-2018 01:40,7.805,7.913,5.902,4.972,2.843,,1008.1,52,38,21.1,20.8,53.3
02-12-2018 01:50,7.94,8.065,6.054,4.989,3.106,,1008,47.8,33.8,18.3,20.4,54.4
02-12-2018 02:00,8.434,8.575,6.329,5.125,3.205,,1007.8,47.8,38,21.1,20.2,55.4
02-12-2018 02:10,8.535,8.673,6.339,5.105,3.065,,1007.8,49.2,39.4,19.7,20.4,55.2
02-12-2018 02:20,7.805,7.938,5.959,4.749,3.133,,1007.7,45,33.8,19.7,20.2,55.7
02-12-2018 02:30,8.328,8.46,6.28,4.884,2.946,,1007.6,47.8,35.2,21.1,20,56.3
02-12-2018 02:40,8.458,8.597,6.358,4.913,2.87,,1007.6,49.2,38,22.5,20,56.2
02-12-2018 02:50,8.694,8.83,6.405,5.11,2.836,,1007.6,49.2,42.2,23.9,20,56.4
02-12-2018 03:00,8.635,8.769,6.434,5.395,2.865,,1007.6,50.6,45,26.7,19.9,56.6
02-12-2018 03:10,8.323,8.45,6.204,5.473,3.035,,1007.5,53.4,45,25.3,19.6,57.6
02-12-2018 03:20,8.097,8.21,6.079,5.127,2.843,,1007.5,54.8,43.6,22.5,19.3,58.5
02-12-2018 03:30,7.756,7.866,5.873,4.879,2.644,,1007.4,54.8,43.6,22.5,19.4,58.1
02-12-2018 03:40,7.997,8.099,5.915,5.053,2.826,,1007.3,56.3,43.6,23.9,19.6,57.7
02-12-2018 03:50,8.061,8.17,5.949,4.913,2.794,,1007.2,52,40.8,21.1,19.4,58
02-12-2018 04:00,8.503,8.641,6.275,4.933,3.057,,1007.1,46.4,33.8,16.9,19.2,58.6
02-12-2018 04:10,7.994,8.153,6.094,4.82,3.242,,1007.1,42.2,29.5,15.5,19,59.2
02-12-2018 04:20,8.22,8.381,6.155,4.651,3.121,,1006.9,43.6,29.5,16.9,19.1,58.7
02-12-2018 04:30,7.918,8.08,6.074,4.786,2.991,,1007,40.8,26.7,12.7,19.2,58.3
02-12-2018 04:40,8.129,8.298,6.263,5.075,2.479,,1007.1,42.2,28.1,11.3,18.8,60.3
02-12-2018 04:50,8.051,8.2,6.302,5.439,2.479,,1007,39.4,28.1,11.3,18.2,63.1
02-12-2018 05:00,8.385,8.56,6.522,5.321,2.927,,1007,39.4,28.1,14.1,17.9,64.3
02-12-2018 05:10,8.299,8.46,6.532,5.181,2.814,,1007,39.4,28.1,14.1,18.1,64
02-12-2018 05:20,7.884,8.055,6.346,5.333,2.72,,1007.1,35.2,25.3,9.8,18,64.3
02-12-2018 05:30,7.857,8.036,6.414,5.535,2.71,,1007.3,35.2,25.3,9.8,17.9,64.9
02-12-2018 05:40,8.085,8.251,6.508,5.444,2.713,,1007.4,39.4,26.7,11.3,17.9,64.7
02-12-2018 05:50,7.741,7.876,6.26,5.198,2.56,,1007.5,39.4,26.7,11.3,17.7,64.9
02-12-2018 06:00,7.574,7.705,6.182,5.127,3.733,,1007.6,39.4,25.3,8.4,17.6,65.3
02-12-2018 06:10,7.118,7.234,5.944,5.326,3.92,,1007.7,33.8,21.1,5.6,17.6,65.6
02-12-2018 06:20,7.334,7.464,6.125,5.097,3.66,,1007.7,35.2,23.9,5.6,17.6,65.1
02-12-2018 06:30,7.491,7.646,6.243,5.169,3.859,,1007.8,35.2,23.9,7,17.6,64.7
02-12-2018 06:40,7.476,7.619,6.263,5.414,3.465,,1007.8,33.8,23.9,7,17.6,64.6
02-12-2018 06:50,7.511,7.663,6.285,5.289,3.018,,1007.9,33.8,23.9,7,17.6,64.2
02-12-2018 07:00,7.803,7.962,6.451,5.255,2.423,,1008,38,26.7,8.4,17.7,63.7
02-12-2018 07:10,7.827,7.977,6.422,5.056,2.784,,1008.2,40.8,28.1,12.7,18,63.1
02-12-2018 07:20,7.255,7.42,6.027,4.933,3.229,,1008.3,38,25.3,11.3,18.1,62.7
02-12-2018 07:30,7.179,7.312,5.988,5.009,3.104,,1008.5,38,25.3,9.8,18.3,62
02-12-2018 07:40,7.039,7.151,5.848,4.791,2.799,,1008.7,38,23.9,8.4,18.5,61.4
02-12-2018 07:50,7.471,7.607,6.15,4.877,2.934,,1008.8,42.2,28.1,12.7,18.6,61
02-12-2018 08:00,8.151,8.288,6.424,5.014,2.824,,1009,49.2,35.2,15.5,18.8,60.8
02-12-2018 08:10,7.663,7.812,5.998,4.906,2.91,,1009.1,45,29.5,11.3,19,60.4
02-12-2018 08:20,7.648,7.803,5.746,4.783,2.664,,1009.2,42.2,26.7,7,19.3,59.7
02-12-2018 08:30,7.577,7.722,5.626,4.702,2.511,,1009.3,42.2,26.7,7,19.6,59.7
02-12-2018 08:40,7.341,7.482,5.322,4.039,2.201,,1009.3,43.6,29.5,12.7,20,58.5
02-12-2018 08:50,7.459,7.597,5.096,3.745,2.187,,1009.4,46.4,32.3,16.9,20.7,57.4
02-12-2018 09:00,6.875,6.974,4.748,3.801,2.819,,1009.5,45,29.5,16.9,21.4,54.9
02-12-2018 09:10,7.005,7.106,4.506,4.277,3.057,,1009.7,47.8,32.3,15.5,22,52.7
02-12-2018 09:20,6.411,6.508,3.93,3.953,3.104,,1009.8,52,39.4,25.3,22.6,50.8
02-12-2018 09:30,5.161,5.236,3.386,3.369,2.89,,1009.9,50.6,42.2,33.8,23.1,50
02-12-2018 09:40,4.648,4.679,3.148,3.867,3.628,,1010,52,45,38,23.5,49.1
02-12-2018 09:50,4.149,4.189,2.85,3.58,3.318,,1010,50.6,47.8,42.2,24.1,47.9
02-12-2018 10:00,4.095,4.088,2.622,3.546,3.333,,1010,54.8,49.2,45,24.4,46.4
02-12-2018 10:10,4.508,4.549,2.553,4.268,4.161,,1010,59.1,50.6,45,24.8,45.3
02-12-2018 10:20,4.031,4.096,2.188,3.83,3.957,,1010,52,49.2,47.8,24.9,44.8
02-12-2018 10:30,3.95,4,1.938,3.742,3.613,,1010,49.2,46.4,45,25.4,43.9
02-12-2018 10:40,3.916,3.941,1.818,3.673,3.574,,1010,53.4,47.8,43.6,25.9,43.1
02-12-2018 10:50,3.42,3.507,1.602,3.256,2.954,,1009.9,49.2,42.2,39.4,26.3,42.7
02-12-2018 11:00,3.555,3.573,1.225,3.31,3.195,,1009.8,61.9,60.5,56.3,26.8,41.5
02-12-2018 11:10,3.091,3.063,1.541,2.942,2.713,,1009.7,70.3,70.3,75.9,27.1,42.8
02-12-2018 11:20,3.363,3.394,1.918,3.28,3.015,,1009.5,63.3,68.9,74.5,27,45.3
02-12-2018 11:30,3.41,3.426,2.061,3.479,3.421,,1009.4,68.9,73.1,83,26.8,45.7
02-12-2018 11:40,3.206,3.24,1.857,3.374,3.109,,1009.3,67.5,73.1,81.6,26.8,45.2
02-12-2018 11:50,3.432,3.456,1.987,3.452,3.069,,1009.1,73.1,77.3,85.8,26.9,45.2
02-12-2018 12:00,3.412,3.409,2.212,3.455,3.175,,1008.9,75.9,80.2,88.6,27,45.8
02-12-2018 12:10,3.297,3.314,2.347,3.116,2.927,,1008.8,85.8,91.4,97,27.1,48.1
02-12-2018 12:20,3.552,3.556,2.71,3.376,3.023,,1008.6,91.4,95.6,105.5,27.1,51.1
02-12-2018 12:30,4.181,4.152,3.232,3.806,3.682,,1008.5,101.3,105.5,111.1,26.8,52.4
02-12-2018 12:40,4.355,4.343,3.379,4.13,3.743,,1008.4,106.9,108.3,112.5,27.1,52.4
02-12-2018 12:50,4.515,4.483,3.719,4.236,3.994,,1008.2,109.7,111.1,113.9,26.9,56.4
02-12-2018 13:00,4.562,4.493,3.839,4.442,4.127,,1008,109.7,111.1,112.5,26.5,59.8
02-12-2018 13:10,4.24,4.206,3.651,4.221,3.807,,1007.8,115.3,116.7,113.9,26.5,59.9
02-12-2018 13:20,4.12,4.049,3.526,4.604,3.918,,1007.6,116.7,113.9,112.5,26.6,60.7
02-12-2018 13:30,4.368,4.336,3.783,4.125,3.979,,1007.4,115.3,111.1,111.1,26.5,61
02-12-2018 13:40,3.997,3.946,3.396,4.059,3.839,,1007.2,116.7,112.5,112.5,26.6,59.7
02-12-2018 13:50,4.35,4.294,3.656,4.27,3.76,,1007,116.7,113.9,112.5,26.6,59
02-12-2018 14:00,4.056,3.998,3.403,4.209,3.756,,1006.9,115.3,112.5,112.5,26.8,59.4
02-12-2018 14:10,3.999,3.958,3.413,3.634,3.692,,1006.8,118.1,115.3,113.9,26.9,59.4
02-12-2018 14:20,3.955,3.882,3.3,4.199,4.127,,1006.7,122.3,119.5,118.1,26.8,58.6
02-12-2018 14:30,4.377,4.316,3.636,4.656,4.311,,1006.6,120.9,116.7,118.1,26.9,57.9
02-12-2018 14:40,4.655,4.601,3.901,4.13,4.289,,1006.5,125.2,120.9,118.1,27,58.5
02-12-2018 14:50,4.76,4.682,4.021,4.346,4.014,,1006.5,123.8,120.9,118.1,27,59.1
02-12-2018 15:00,4.67,4.588,3.822,4.604,4.479,,1006.4,128,123.8,125.2,27,56.4
02-12-2018 15:10,5.07,4.993,4.253,4.425,4.385,,1006.3,125.2,122.3,120.9,27,58.2
02-12-2018 15:20,5.168,5.084,4.356,4.702,4.604,,1006.1,125.2,122.3,122.3,26.9,58.5
02-12-2018 15:30,4.945,4.866,4.185,4.584,4.22,,1006.1,125.2,123.8,122.3,27,58.6
02-12-2018 15:40,4.834,4.758,4.07,4.469,4.252,,1006.2,125.2,122.3,123.8,27,59.2
02-12-2018 15:50,4.721,4.63,4.021,4.211,4.07,,1006.2,128,126.6,123.8,27,60.1
02-12-2018 16:00,4.679,4.606,3.952,4.319,4.043,,1006,126.6,123.8,123.8,27.3,59.1
02-12-2018 16:10,5.055,4.971,4.325,4.589,4.373,,1006,125.2,122.3,122.3,27.1,59
02-12-2018 16:20,5.188,5.101,4.459,4.56,4.07,,1006,129.4,125.2,122.3,26.9,59.6
02-12-2018 16:30,5.264,5.174,4.484,4.66,3.913,,1005.9,129.4,125.2,123.8,26.8,59.6
02-12-2018 16:40,5.298,5.216,4.584,4.712,4.019,,1006,128,123.8,122.3,26.6,60.3
02-12-2018 16:50,5.023,4.949,4.408,4.749,4.026,,1006.1,126.6,122.3,120.9,26.5,61.9
02-12-2018 17:00,4.984,4.915,4.383,4.722,4.117,,1006.1,126.6,123.8,120.9,26.4,61.9
02-12-2018 17:10,4.927,4.843,4.349,4.54,3.861,,1006.1,129.4,125.2,122.3,26.3,63.4
02-12-2018 17:20,4.719,4.64,4.19,4.52,3.669,,1006.2,128,125.2,122.3,26.2,61.6
02-12-2018 17:30,4.662,4.584,4.138,4.493,3.829,,1006.2,130.8,126.6,125.2,26.2,61.8
