Date/Time,100m_N Avg [m/s],100m_S Avg [m/s],80m Avg [m/s],50m Avg [m/s],20m Avg [m/s],10m Avg [m/s],Pressure 5m [mbar],98m WV [°],78m WV [°],48m WV [°],Temp 5m [°C],Hum 5m
17-11-2019 20:20,8.146,,8.089,6.97,4.301,2.972,1010.8,46.4,40.8,35.2,-30,21.9
17-11-2019 20:30,8.062,,7.775,6.835,4.22,2.962,1010.8,45,38,33.8,-30,21.7
17-11-2019 20:40,7.812,,7.247,5.811,3.664,2.622,1010.9,42.2,32.3,22.5,-30,21.9
17-11-2019 20:50,7.253,,6.332,4.72,2.437,1.811,1011,36.6,25.3,14.1,-30,21.6
17-11-2019 21:00,7.552,,6.529,4.841,2.826,1.951,1011,36.6,26.7,15.5,-30,21.7
17-11-2019 21:10,7.677,,6.6,4.809,2.949,2.129,1011.1,33.8,23.9,14.1,-30,21.6
17-11-2019 21:20,8.172,,7.029,4.88,2.887,2.085,1011,36.6,26.7,18.3,-30,21.9
17-11-2019 21:30,8.322,,7.245,5.38,2.74,1.804,1011.1,39.4,26.7,18.3,-30,21.9
17-11-2019 21:40,8.342,,7.402,5.147,2.794,1.87,1011.2,39.4,28.1,18.3,-30,21.9
17-11-2019 21:50,8.31,,7.287,5.26,3.064,2.044,1011.2,38,26.7,19.7,-30,22
17-11-2019 22:00,9.03,,7.937,5.637,3.054,2.208,1011.2,39.4,29.5,21.1,-30,22
17-11-2019 22:10,8.319,,7.24,5.524,3.254,2.502,1011.2,35.2,25.3,14.1,-30,22
17-11-2019 22:20,7.783,,7.414,5.955,3.625,2.695,1011.2,28.1,19.7,12.7,-30,21.9
17-11-2019 22:30,7.915,,7.301,6.004,4.131,3.367,1011.2,29.5,23.9,14.1,-30,22
17-11-2019 22:40,8.682,,7.797,6.173,4.365,3.426,1011.3,32.3,23.9,19.7,-30,22.1
17-11-2019 22:50,8.775,,7.549,5.894,4.269,3.465,1011.3,33.8,25.3,18.3,-30,22.1
17-11-2019 23:00,9.251,,7.905,5.909,4.205,3.457,1011.3,35.2,26.7,21.1,-30,22.1
17-11-2019 23:10,9.003,,7.61,5.693,4.259,3.497,1011.3,36.6,25.3,18.3,-30,22.1
17-11-2019 23:20,8.827,,7.613,5.509,3.863,3.102,1011.3,39.4,26.7,19.7,-30,22.1
17-11-2019 23:30,8.658,,7.748,5.6,4.057,3.112,1011.3,39.4,28.1,19.7,-30,22.1
17-11-2019 23:40,8.611,,7.758,5.764,4.025,3.122,1011.3,42.2,30.9,21.1,-30,22.1
17-11-2019 23:50,8.822,,8.069,6.203,4.111,2.95,1011.3,42.2,30.9,18.3,-30,22.1
18-11-2019 00:00,8.734,,7.807,6.075,3.939,2.987,1011.2,39.4,29.5,18.3,-30,22
18-11-2019 00:10,8.547,,7.473,5.583,3.34,2.578,1011.1,39.4,29.5,18.3,-30,22
18-11-2019 00:20,7.974,,7.184,5.384,2.934,2.169,1011,36.6,25.3,14.1,-30,22
18-11-2019 00:30,7.839,,6.904,5.125,2.356,2.578,1011,33.8,23.9,9.8,-30,21.6
18-11-2019 00:40,7.771,,6.808,5.306,2.499,2.421,1011,32.3,22.5,8.4,-30,20.4
18-11-2019 00:50,7.528,,6.619,4.99,2.769,2.433,1011,32.3,22.5,7,-30,19.8
18-11-2019 01:00,7.768,,6.602,4.926,2.772,2.585,1010.9,33.8,23.9,8.4,-29.9,19.3
18-11-2019 01:10,7.707,,6.742,4.868,2.157,2.23,1010.8,36.6,26.7,14.1,-29.9,19.4
18-11-2019 01:20,7.751,,6.732,4.956,2.165,2.272,1010.7,38,28.1,14.1,-29.9,19.7
18-11-2019 01:30,7.302,,6.141,4.27,1.985,2.335,1010.7,36.6,26.7,12.7,-29.8,19.7
18-11-2019 01:40,7.4,,6.337,4.782,2.75,2.938,1010.6,36.6,25.3,8.4,-29.8,19.4
18-11-2019 01:50,7.425,,6.379,4.735,2.442,2.801,1010.6,38,25.3,11.3,-29.8,18.9
18-11-2019 02:00,7.494,,6.499,4.755,3.037,2.928,1010.6,36.6,25.3,9.8,-29.8,18.7
18-11-2019 02:10,7.202,,6.095,4.596,2.858,2.913,1010.6,35.2,26.7,9.8,-29.9,18.4
18-11-2019 02:20,7.503,,6.497,4.765,2.349,3.026,1010.5,38,26.7,12.7,-29.9,18.7
18-11-2019 02:30,7.523,,6.563,4.934,2.514,3.011,1010.4,35.2,23.9,9.8,-29.8,19.4
18-11-2019 02:40,7.239,,6.342,4.929,2.632,2.97,1010.3,30.9,21.1,7,-29.8,19
18-11-2019 02:50,7.342,,6.46,4.983,2.617,2.931,1010.2,30.9,21.1,8.4,-29.6,18.6
18-11-2019 03:00,7.351,,6.377,4.961,2.312,2.193,1010.1,32.3,21.1,8.4,-29.5,18.7
18-11-2019 03:10,7.709,,6.794,5.034,2.106,1.789,1010,32.3,19.7,7,-29.4,18.9
18-11-2019 03:20,7.467,,6.668,4.833,2.138,1.728,1010.1,29.5,18.3,5.6,-29.3,19.2
18-11-2019 03:30,7.991,,7.117,5.274,2.243,1.799,1010.1,32.3,19.7,7,-29.3,18.9
18-11-2019 03:40,7.731,,6.958,5.164,2.307,1.833,1010.1,30.9,19.7,7,-29.3,19
18-11-2019 03:50,7.624,,6.732,5.064,2.28,1.779,1010.1,30.9,19.7,7,-29.3,18.8
18-11-2019 04:00,7.418,,6.352,4.632,2.084,1.762,1010,33.8,22.5,9.8,-29,18.7
18-11-2019 04:10,7.582,,6.573,4.671,1.921,2.061,1010,39.4,28.1,14.1,-29.3,18.6
18-11-2019 04:20,8.011,,6.644,4.669,2.059,2.423,1010,45,30.9,18.3,-29.6,18.7
18-11-2019 04:30,7.954,,6.97,5.012,2.782,2.448,1009.9,49.2,35.2,21.1,-29.8,19.2
18-11-2019 04:40,8.062,,7.252,5.237,3.168,2.166,1009.9,52,39.4,21.1,-29.9,19.7
18-11-2019 04:50,8.471,,7.583,5.367,3.394,2.134,1009.8,54.8,39.4,21.1,-29.9,20
18-11-2019 05:00,8.596,,7.552,5.419,3.394,1.926,1009.8,53.4,38,19.7,-29.8,19.7
18-11-2019 05:10,8.052,,7.017,5.404,3.089,2.186,1010,45,29.5,14.1,-29.8,19.5
18-11-2019 05:20,7.898,,6.857,5.264,2.624,2.215,1010,42.2,28.1,15.5,-29.8,19.2
18-11-2019 05:30,7.109,,6.357,4.98,2.288,2.693,1010.1,32.3,22.5,11.3,-29.6,18.3
18-11-2019 05:40,7.165,,6.234,5.345,2.592,2.137,1010.2,22.5,15.5,2.8,-28.2,17.3
18-11-2019 05:50,7.207,,6.472,5.358,3.155,2.852,1010.2,21.1,14.1,2.8,-27.2,16.6
18-11-2019 06:00,7.616,,6.686,5.296,3.251,2.759,1010.2,21.1,12.7,4.2,-27.7,16.5
18-11-2019 06:10,7.839,,6.83,5.551,3.352,2.759,1010.2,19.7,12.7,4.2,-28,16.6
18-11-2019 06:20,8.263,,7.542,5.615,3.487,3.034,1010.2,16.9,8.4,1.4,-28.4,17
18-11-2019 06:30,8.503,,7.704,5.779,3.603,3.22,1010.3,16.9,8.4,1.4,-28.5,17
18-11-2019 06:40,8.275,,7.233,5.451,3.163,2.735,1010.5,18.3,9.8,1.4,-28.8,17.6
18-11-2019 06:50,8.599,,7.247,5.323,3.04,2.534,1010.7,19.7,11.3,5.6,-29,17.7
18-11-2019 07:00,8.827,,7.304,5.122,3.153,2.6,1010.7,22.5,15.5,11.3,-29.1,18.2
18-11-2019 07:10,8.68,,7.858,5.446,3.261,2.394,1010.9,25.3,14.1,14.1,-29.3,18.7
18-11-2019 07:20,8.658,,7.696,5.61,3.49,2.705,1011,26.7,15.5,11.3,-29.4,18.9
18-11-2019 07:30,8.05,,6.693,4.904,2.757,2.578,1011.3,22.5,12.7,7,-29.3,18.9
18-11-2019 07:40,8.339,,7.228,5.485,3.767,2.867,1011.3,26.7,16.9,11.3,-29.4,19
18-11-2019 07:50,8.599,,7.554,5.632,3.667,2.904,1011.4,30.9,19.7,11.3,-29.5,19.5
18-11-2019 08:00,8.552,,7.458,5.703,3.659,2.803,1011.5,33.8,22.5,14.1,-29.5,19.7
18-11-2019 08:10,8.513,,7.569,6.218,3.789,2.923,1011.5,33.8,23.9,12.7,-29.5,20
18-11-2019 08:20,8.444,,7.829,5.806,3.831,3.193,1011.6,30.9,21.1,11.3,-29.6,20.3
18-11-2019 08:30,8.552,,7.424,5.982,4.424,3.786,1011.7,33.8,23.9,14.1,-29.8,21
18-11-2019 08:40,8.322,,7.363,6.487,5.264,4.344,1012,32.3,22.5,12.7,-29.8,21.4
18-11-2019 08:50,8.373,,6.995,5.262,3.993,3.465,1012,35.2,25.3,19.7,-29.8,21.1
18-11-2019 09:00,8.501,,7.397,5.5,3.907,3.479,1012.2,36.6,28.1,21.1,-29.9,21.5
18-11-2019 09:10,8.101,,7.326,5.703,4.453,4.001,1012.2,35.2,28.1,22.5,-30,21.9
18-11-2019 09:20,7.481,,6.458,5.191,4.099,3.697,1012.4,32.3,25.3,21.1,-30,21.9
18-11-2019 09:30,6.849,,6.117,5.024,4.065,3.742,1012.6,32.3,25.3,21.1,-30,21.9
18-11-2019 09:40,6.026,,5.442,4.598,3.797,3.477,1012.6,32.3,25.3,22.5,-30,21.7
18-11-2019 09:50,5.815,,5.364,4.588,4.087,3.756,1012.7,35.2,29.5,23.9,-30,21.6
18-11-2019 10:00,5.729,,5.258,4.779,4.431,3.835,1012.7,39.4,33.8,29.5,-30,21.6
18-11-2019 10:10,5.852,,5.739,5.627,4.935,4.339,1012.7,40.8,35.2,29.5,-30,21.6
18-11-2019 10:20,5.786,,5.626,5.318,4.758,4.337,1012.7,45,39.4,35.2,-30,21.4
18-11-2019 10:30,6.582,,6.526,6.247,5.667,5.048,1012.6,43.6,38,35.2,-30,21
18-11-2019 10:40,6.374,,6.31,5.931,5.2,4.827,1012.6,42.2,38,35.2,-30,21.2
18-11-2019 10:50,5.396,,5.41,5.171,4.787,4.433,1012.6,39.4,33.8,29.5,-30,21.1
18-11-2019 11:00,5.602,,5.535,5.463,5.095,4.685,1012.4,45,39.4,35.2,-30,21.5
18-11-2019 11:10,5.202,,5.278,5.059,4.239,3.906,1012.3,46.4,42.2,39.4,-30,21.2
18-11-2019 11:20,5.141,,5.162,4.929,4.303,3.969,1012.1,49.2,43.6,40.8,-30,21.1
18-11-2019 11:30,5.136,,4.974,4.669,4.244,3.786,1012,56.3,53.4,52,-30,20.8
18-11-2019 11:40,5.175,,5.094,4.97,4.746,4.227,1011.8,66.1,63.3,61.9,-30,20.6
18-11-2019 11:50,4.987,,5.037,4.936,4.704,4.168,1011.6,71.7,68.9,68.9,-30,20.4
18-11-2019 12:00,4.479,,4.515,4.336,3.821,3.626,1011.4,77.3,74.5,73.1,-30,20.5
18-11-2019 12:10,4.433,,4.363,4.397,4.043,3.651,1011.2,84.4,83,81.6,-30,20.3
18-11-2019 12:20,4.212,,4.186,4.375,4.067,3.798,1011,77.3,77.3,85.8,-30,20.1
18-11-2019 12:30,4.178,,4.233,4.204,3.802,3.279,1010.8,84.4,85.8,90,-30,20
18-11-2019 12:40,4.148,,3.975,3.755,3.126,2.879,1010.7,92.8,94.2,97,-30,20.4
18-11-2019 12:50,4.097,,3.87,3.863,3.654,3.198,1010.6,94.2,92.8,98.4,-30,20
18-11-2019 13:00,4.104,,4.029,4.069,3.92,3.521,1010.3,97,92.8,92.8,-30,20
18-11-2019 13:10,4.474,,4.348,4.132,3.839,3.345,1010.2,95.6,92.8,94.2,-30,20.5
18-11-2019 13:20,4.675,,4.522,4.39,4.222,3.893,1010.1,97,92.8,92.8,-30,20.1
18-11-2019 13:30,4.844,,4.682,4.686,4.121,3.553,1009.8,91.4,90,92.8,-30,20.4
18-11-2019 13:40,4.756,,4.566,4.515,4.148,3.685,1009.5,85.8,84.4,87.2,-30,20.4
18-11-2019 13:50,4.715,,4.495,4.37,3.934,3.582,1009.5,87.2,85.8,87.2,-30,20.5
18-11-2019 14:00,4.92,,4.679,4.512,3.912,3.438,1009.4,92.8,91.4,92.8,-30,20.6
18-11-2019 14:10,5.339,,5.155,5.051,4.416,3.795,1009.1,92.8,91.4,91.4,-30,20.4
18-11-2019 14:20,5.732,,5.555,5.304,4.684,4.183,1008.8,92.8,91.4,92.8,-30,20.3
18-11-2019 14:30,6.092,,5.859,5.487,4.802,4.393,1008.7,95.6,92.8,92.8,-30,20.3
18-11-2019 14:40,6.366,,6.131,5.772,4.876,4.312,1008.6,94.2,92.8,92.8,-30,20.3
18-11-2019 14:50,6.406,,6.168,5.823,4.684,4.129,1008.6,95.6,94.2,94.2,-30,20
18-11-2019 15:00,6.499,,6.264,5.901,5.053,4.33,1008.5,94.2,91.4,91.4,-30,19.9
18-11-2019 15:10,6.864,,6.781,6.683,5.817,4.854,1008.5,98.4,97,97,-30,19.5
18-11-2019 15:20,6.224,,5.849,5.35,4.773,4.391,1008.4,102.7,99.8,97,-30,20.5
18-11-2019 15:30,6.011,,5.525,5.012,4.483,3.896,1008.4,102.7,99.8,97,-30,20.6
18-11-2019 15:40,6.501,,6.146,5.387,4.623,4.058,1008.4,101.3,98.4,97,-30,20.9
18-11-2019 15:50,6.05,,5.548,5.066,4.266,3.68,1008.4,98.4,94.2,94.2,-30,21
18-11-2019 16:00,6.435,,6.178,5.629,4.089,3.391,1008.4,95.6,92.8,94.2,-30,21.1
18-11-2019 16:10,6.339,,6.055,5.806,4.751,3.911,1008.4,95.6,94.2,92.8,-30,21.1
18-11-2019 16:20,5.969,,5.56,5.12,4.429,3.798,1008.4,91.4,90,88.6,-30,21.2
18-11-2019 16:30,6.084,,5.776,5.201,4.227,3.4,1008.5,90,85.8,87.2,-30,21.4
18-11-2019 16:40,5.812,,5.324,4.515,3.359,2.825,1008.5,90,88.6,88.6,-30,21
18-11-2019 16:50,5.553,,5.239,4.774,3.467,2.906,1008.5,92.8,90,90,-30,21.1
18-11-2019 17:00,5.964,,5.621,4.978,3.63,3.029,1008.5,91.4,88.6,88.6,-30,21.2
18-11-2019 17:10,6.178,,5.879,5.223,3.63,2.874,1008.6,90,88.6,90,-30,21.4
18-11-2019 17:20,6.111,,5.808,5.037,3.477,2.774,1008.7,88.6,87.2,87.2,-30,21.4
18-11-2019 17:30,6.283,,5.854,5.024,3.558,2.713,1008.8,85.8,83,81.6,-30,21.5
18-11-2019 17:40,5.844,,5.562,4.88,3.622,2.762,1008.8,84.4,81.6,81.6,-30,21.5
18-11-2019 17:50,5.607,,5.427,4.936,3.541,2.666,1008.9,83,80.2,80.2,-30,21.7
18-11-2019 18:00,5.276,,5.013,4.6,3.64,2.619,1009,78.8,75.9,75.9,-30,21.7
18-11-2019 18:10,4.786,,4.53,4.162,3.187,2.223,1009.1,80.2,77.3,75.9,-30,21.7
18-11-2019 18:20,4.455,,4.152,3.848,2.988,2.039,1009.2,77.3,74.5,75.9,-30,21.5
18-11-2019 18:30,4.438,,4.1,3.3,2.17,1.576,1009.3,75.9,71.7,63.3,-30,21.4
18-11-2019 18:40,4.386,,4.005,3.138,2.762,2.058,1009.4,73.1,66.1,54.8,-30,21.2
18-11-2019 18:50,4.783,,4.267,3.3,2.966,2.4,1009.5,70.3,63.3,54.8,-30,21.4
18-11-2019 19:00,4.6,,3.997,3.63,2.858,2.191,1009.6,67.5,59.1,50.6,-30,21.6
18-11-2019 19:10,4.322,,4.302,3.907,2.8,2.196,1009.7,60.5,54.8,49.2,-30,21.7
18-11-2019 19:20,4.1,,3.858,3.444,2.863,2.205,1009.8,61.9,56.3,50.6,-30,21.9
18-11-2019 19:30,4.697,,4.9,4.152,2.209,1.691,1009.9,57.7,49.2,39.4,-30,21.6
18-11-2019 19:40,5.506,,5.364,4.733,2.514,1.216,1010,54.8,46.4,39.4,-30,21.7
18-11-2019 19:50,6.312,,5.933,4.943,3.2,1.789,1010,57.7,49.2,39.4,-30,21.7
18-11-2019 20:00,6.8,,6.396,5.245,3.797,2.36,1010.1,59.1,52,42.2,-30,21.7
18-11-2019 20:10,6.727,,6.075,5.211,4.163,2.757,1010.2,54.8,49.2,40.8,-30,22
18-11-2019 20:20,6.609,,6.31,5.382,4.082,2.661,1010.2,49.2,45,33.8,-30,22
18-11-2019 20:30,6.54,,6.158,5.169,3.109,1.769,1010.3,46.4,40.8,28.1,-30,21.9
18-11-2019 20:40,6.626,,6.131,4.9,2.705,1.6,1010.4,45,38,25.3,-30,22.2
18-11-2019 20:50,6.67,,6.328,5.47,2.927,1.617,1010.5,40.8,38,25.3,-30,22.2
18-11-2019 21:00,6.366,,6.077,4.919,2.43,1.147,1010.5,36.6,35.2,21.1,-30,22.2
18-11-2019 21:10,6.114,,5.751,4.632,2.155,1.8,1010.6,32.3,29.5,19.7,-30,22.3
18-11-2019 21:20,5.945,,5.256,3.929,2.344,2.117,1010.6,33.8,23.9,16.9,-30,22.3
18-11-2019 21:30,6.371,,5.793,4.316,2.752,2.1,1010.7,40.8,29.5,18.3,-30,22.5
18-11-2019 21:40,6.577,,6.418,4.728,2.9,1.884,1010.6,45,38,22.5,-30,22.5
18-11-2019 21:50,6.589,,6.7,5.311,2.905,1.649,1010.5,47.8,42.2,25.3,-30,22.5
18-11-2019 22:00,6.795,,6.6,5.892,2.902,1.559,1010.5,49.2,43.6,28.1,-30,22.5
18-11-2019 22:10,7.082,,7.056,6.012,2.966,1.657,1010.5,47.8,40.8,25.3,-30,22.5
18-11-2019 22:20,7.795,,7.677,6.173,2.995,1.679,1010.4,47.8,40.8,23.9,-30,22.5
18-11-2019 22:30,8.263,,8.069,6.242,3.386,1.757,1010.3,47.8,38,23.9,-30,22.5
18-11-2019 22:40,8.418,,8.314,6.274,3.465,2.21,1010.3,46.4,36.6,22.5,-30,22.5
18-11-2019 22:50,8.633,,8.488,6.004,3.089,1.902,1010.3,47.8,36.6,22.5,-30,22.5
18-11-2019 23:00,8.545,,7.875,5.492,2.698,1.737,1010.3,46.4,33.8,22.5,-30,22.5
18-11-2019 23:10,8.388,,7.559,5.105,2.295,2.127,1010.3,46.4,32.3,21.1,-30,22.3
18-11-2019 23:20,8.508,,7.733,5.404,2.661,1.862,1010.2,45,32.3,21.1,-30,22
18-11-2019 23:30,8.761,,8.4,5.794,3,1.7,1010.1,45,32.3,21.1,-30,22.2
18-11-2019 23:40,9.045,,7.991,5.705,3.212,1.884,1010,39.4,28.1,19.7,-30,22.5
18-11-2019 23:50,8.498,,7.282,5.549,3.175,1.843,1010,33.8,23.9,14.1,-30,22.5
19-11-2019 00:00,9,,7.883,5.808,3.556,2.499,1009.8,36.6,26.7,18.3,-30,22.6
19-11-2019 00:10,8.667,,7.836,5.808,3.29,2.2,1009.7,38,28.1,19.7,-30,22.5
19-11-2019 00:20,8.2,,7.166,5.367,2.946,1.875,1009.7,32.3,23.9,14.1,-30,22.5
19-11-2019 00:30,7.942,,7.076,5.502,2.528,1.8,1009.5,32.3,23.9,11.3,-30,22.5
19-11-2019 00:40,8.104,,7.333,5.816,2.637,2.11,1009.5,29.5,22.5,9.8,-30,22.5
19-11-2019 00:50,7.979,,7.328,5.693,2.428,1.909,1009.5,29.5,19.7,8.4,-30,22.2
19-11-2019 01:00,7.832,,7.277,5.715,2.317,2.174,1009.5,28.1,16.9,7,-30,21.7
19-11-2019 01:10,8.094,,7.368,5.87,2.693,2.752,1009.5,28.1,18.3,7,-30,21.2
19-11-2019 01:20,7.964,,7.314,6.026,2.814,2.86,1009.5,28.1,18.3,7,-30,20.9
19-11-2019 01:30,8.214,,7.4,5.9,2.9,2.634,1009.4,26.7,15.5,4.2,-30,20.1
19-11-2019 01:40,7.856,,7.093,5.745,2.728,2.509,1009.4,26.7,16.9,5.6,-30,20.6
19-11-2019 01:50,8.202,,7.345,5.899,2.568,2.156,1009.3,26.7,15.5,4.2,-30,20
19-11-2019 02:00,8.199,,7.441,5.845,2.302,1.833,1009.3,26.7,15.5,7,-30,20.6
19-11-2019 02:10,8.3,,7.186,5.6,2.408,1.882,1009.2,23.9,14.1,4.2,-30,21
19-11-2019 02:20,8.094,,7.132,5.328,2.536,2.12,1009.2,21.1,12.7,1.4,-30,21.2
19-11-2019 02:30,8.226,,7.385,5.451,2.634,2.102,1009.1,19.7,11.3,1.4,-30,21.2
19-11-2019 02:40,8.2,,7.363,5.5,2.811,2.345,1009,16.9,9.8,1.4,-30,21.5
19-11-2019 02:50,8.322,,7.65,5.852,3.008,2.4,1009,16.9,7,0,-30,20.9
19-11-2019 03:00,8.381,,7.816,6.32,3.239,2.882,1009,16.9,8.4,1.4,-29.9,20.5
19-11-2019 03:10,8.146,,7.311,5.894,3.126,2.597,1009,18.3,9.8,1.4,-29.8,20.6
19-11-2019 03:20,8.339,,7.213,5.987,3.433,2.806,1009,19.7,12.7,4.2,-29.8,21
19-11-2019 03:30,8.957,,7.615,5.358,3.15,2.6,1009,23.9,14.1,9.8,-29.8,21.1
19-11-2019 03:40,9.16,,7.804,5.669,3.008,2.578,1008.9,22.5,12.7,7,-29.9,21.1
19-11-2019 03:50,8.876,,7.988,6.232,2.877,2.605,1009,22.5,11.3,4.2,-29.9,20.8
19-11-2019 04:00,8.792,,7.802,6.068,2.971,2.781,1008.8,19.7,11.3,2.8,-29.6,20.6
19-11-2019 04:10,8.3,,7.353,5.75,2.784,2.225,1008.9,21.1,11.3,1.4,-29.6,20.4
19-11-2019 04:20,8.207,,7.306,5.527,2.5,2.085,1009,22.5,11.3,1.4,-29.5,20.1
19-11-2019 04:30,8.217,,7.213,5.926,2.629,2.051,1009,22.5,12.7,1.4,-29.5,19.9
19-11-2019 04:40,8.609,,7.502,5.936,2.932,2.458,1008.8,25.3,14.1,2.8,-29.6,19.8
19-11-2019 04:50,8.594,,7.713,6.298,3.46,3.188,1008.8,23.9,14.1,2.8,-29.6,20
19-11-2019 05:00,8.837,,7.672,5.916,3.293,2.784,1009,23.9,14.1,7,-29.6,20.4
19-11-2019 05:10,8.66,,7.424,5.867,2.976,2.428,1009.1,23.9,12.7,4.2,-29.8,20.1
19-11-2019 05:20,8.364,,7.296,5.598,2.998,2.377,1009.2,22.5,15.5,7,-29.6,20.3
19-11-2019 05:30,8.562,,7.615,5.497,3.187,2.492,1009.2,28.1,16.9,11.3,-29.9,20.4
19-11-2019 05:40,8.815,,7.797,5.612,3.02,2.436,1009.3,25.3,15.5,8.4,-29.8,20.6
19-11-2019 05:50,8.952,,7.826,5.595,3.074,2.443,1009.3,26.7,15.5,11.3,-29.8,20
19-11-2019 06:00,9.047,,8.709,6.11,3.376,2.705,1009.4,29.5,19.7,12.7,-29.9,20.1
19-11-2019 06:10,9.442,,8.986,6.502,3.472,2.671,1009.6,29.5,18.3,11.3,-29.9,20.5
19-11-2019 06:20,9.145,,8.113,5.571,3.236,2.58,1009.8,28.1,15.5,9.8,-29.5,20.3
19-11-2019 06:30,9.185,,8.042,5.683,3.492,2.742,1009.9,23.9,14.1,9.8,-29.4,19.3
19-11-2019 06:40,9.02,,7.865,5.59,3.4,2.833,1010.1,21.1,12.7,8.4,-29.3,18.8
19-11-2019 06:50,9.43,,8.373,5.843,3.522,2.578,1010.3,23.9,14.1,11.3,-29.3,18.7
19-11-2019 07:00,10.074,,9.291,7.097,4.7,3.658,1010.3,28.1,16.9,11.3,-29.5,20
19-11-2019 07:10,10.322,,9.734,8,5.4,4.317,1010.3,26.7,16.9,11.3,-29.5,21.2
19-11-2019 07:20,10.285,,9.013,6.546,4.183,3.352,1010.5,22.5,12.7,9.8,-29.5,21
19-11-2019 07:30,9.751,,8.358,5.823,3.674,2.94,1010.7,22.5,12.7,9.8,-29.6,20.1
19-11-2019 07:40,9.562,,8.3,5.9,3.6,2.757,1010.8,22.5,12.7,12.7,-29.6,20.4
19-11-2019 07:50,8.881,,7.569,5.72,3.345,2.788,1010.8,21.1,12.7,8.4,-29.6,19.8
19-11-2019 08:00,8.41,,7.162,5.218,3.209,2.695,1010.9,21.1,14.1,9.8,-29.8,19.7
19-11-2019 08:10,7.937,,6.681,4.941,2.796,2.4,1011.1,22.5,15.5,11.3,-29.9,20.1
19-11-2019 08:20,8.077,,6.514,4.667,3.04,2.472,1011.3,21.1,15.5,9.8,-29.9,20.9
19-11-2019 08:30,8.177,,6.911,5.247,3.4,2.823,1011.3,23.9,16.9,14.1,-30,21.5
19-11-2019 08:40,8.315,,7.62,6.335,4.657,4.043,1011.5,26.7,18.3,11.3,-30,22.1
19-11-2019 08:50,7.548,,6.497,5.157,4.011,3.636,1011.6,29.5,21.1,15.5,-30,22.1
19-11-2019 09:00,7.94,,6.668,5.132,3.991,3.582,1011.6,32.3,25.3,22.5,-30,22.1
19-11-2019 09:10,7.258,,6.318,5.034,3.834,3.46,1011.7,32.3,23.9,22.5,-30,22.1
19-11-2019 09:20,7.334,,6.435,5.487,4.365,3.786,1011.8,33.8,25.3,22.5,-30,22.2
19-11-2019 09:30,6.972,,5.96,4.877,3.745,3.531,1011.8,38,29.5,23.9,-30,22
19-11-2019 09:40,6.413,,5.678,4.691,4.092,3.644,1012,39.4,30.9,25.3,-30,22.1
19-11-2019 09:50,6.344,,5.682,4.877,4.102,3.808,1012,40.8,32.3,26.7,-30,22
19-11-2019 10:00,6.146,,5.621,4.946,4.195,3.795,1011.8,43.6,36.6,30.9,-30,21.9
19-11-2019 10:10,5.469,,5.035,4.316,3.686,3.389,1011.9,45,38,30.9,-30,21.7
19-11-2019 10:20,5.538,,5.037,4.475,3.974,3.737,1011.8,42.2,35.2,33.8,-30,21.5
19-11-2019 10:30,5.594,,5.204,4.72,4.102,3.837,1011.8,40.8,35.2,32.3,-30,21.6
19-11-2019 10:40,5.501,,5.302,5.032,4.502,4.006,1011.7,38,32.3,29.5,-30,21.6
19-11-2019 10:50,4.96,,4.699,4.485,4.244,3.835,1011.6,39.4,35.2,33.8,-30,21.5
19-11-2019 11:00,5.815,,5.621,5.255,4.402,3.906,1011.5,43.6,38,35.2,-30,21.6
19-11-2019 11:10,5.143,,5.082,4.796,4.429,4.136,1011.4,43.6,38,38,-30,21.5
19-11-2019 11:20,4.876,,4.861,4.743,4.124,3.744,1011.4,43.6,36.6,33.8,-30,21.5
19-11-2019 11:30,4.957,,5.109,5.034,4.559,4.173,1011.2,47.8,40.8,36.6,-30,21.1
19-11-2019 11:40,4.465,,4.436,4.314,3.841,3.465,1011.2,56.3,50.6,49.2,-30,21.1
19-11-2019 11:50,4.871,,4.802,4.733,4.564,4.161,1011,63.3,60.5,63.3,-30,21
19-11-2019 12:00,5.462,,5.454,5.25,4.775,4.021,1010.8,63.3,61.9,66.1,-30,21.2
19-11-2019 12:10,6.065,,6.119,5.882,5.68,5.101,1010.5,67.5,64.7,64.7,-30,21.2
19-11-2019 12:20,5.761,,5.741,5.654,5.186,4.602,1010.3,74.5,71.7,71.7,-30,21.2
19-11-2019 12:30,4.979,,4.912,4.796,4.247,3.857,1010,67.5,64.7,63.3,-30,20.9
19-11-2019 12:40,4.599,,4.667,4.703,4.148,3.695,1009.9,84.4,81.6,80.2,-30,21.1
19-11-2019 12:50,5.021,,4.9,4.583,4.254,3.773,1009.7,88.6,87.2,90,-30,20.9
19-11-2019 13:00,4.443,,4.358,4.319,3.868,3.47,1009.5,95.6,94.2,95.6,-30,20.8
19-11-2019 13:10,4.095,,3.963,3.625,3.005,2.661,1009.4,99.8,98.4,97,-30,20.9
19-11-2019 13:20,3.891,,3.929,3.951,3.652,3.166,1009.3,98.4,97,97,-30,21.2
19-11-2019 13:30,4.139,,4.029,4.03,3.809,3.149,1009.2,97,95.6,95.6,-30,21.2
19-11-2019 13:40,4.318,,4.223,4.191,3.681,3.217,1009,95.6,95.6,94.2,-30,21.1
19-11-2019 13:50,4.352,,4.319,4.272,3.701,3.21,1008.8,95.6,92.8,94.2,-30,21.1
